genres,keywords,title,cast,director,popularity
Comedy Drama,brother brother relationship drug addiction sister-in-law,Straight A's,Anna Paquin Ryan Phillippe Luke Wilson Powers Boothe Riley Thomas Stewart,James Cox,4.5082900000000015
Comedy Music,virgin ancient rome freedom sondheim slave,A Funny Thing Happened on the Way to the Forum,Zero Mostel Phil Silvers Buster Keaton Michael Crawford Jack Gilford,Richard Lester,8.902102000000003
Documentary,presidential elections,Slacker Uprising,Michael Moore Eddie Vedder Robert Ellis Orrall Steve Earle Celeste Zappala,Michael Moore,1.619635
Action Adventure History Western,based on real events,The Legend of Hell's Gate: An American Conspiracy,Eric Balfour Lou Taylor Pucci Henry Thomas James Lafferty Summer Glau,Tanner Beard,1.002585
Science Fiction Comedy,spoof zombie,The Walking Deceased,Tim Ogletree Troy Ogletree Dave Sheridan Joey Oglesby Sophia Taylor Ali,Scott Dow,1.332804
Thriller Mystery Horror Drama,self-defense car mechanic graduation high school shooting,The Curse of Downers Grove,Bella Heathcote Lucas Till Helen Slater Penelope Mitchell Mark L. Young,Derick Martini,2.00163
Thriller,lake shark attack,Shark Lake,Dolph Lundgren James Chalke Sara Malakul Lane Michael Aaron Milligan Ibrahim Renno Jr.,Jerry Dugan,1.187764
Crime Drama,sex police friends murder,River's Edge,Crispin Glover Keanu Reeves Ione Skye Daniel Roebuck Dennis Hopper,Tim Hunter,6.463806
Fantasy Drama Science Fiction,,Northfork,James Woods Nick Nolte Claire Forlani Daryl Hannah Douglas Sebern,Michael Polish,1.9802650000000002
Thriller Action,,The Marine 4: Moving Target,Mike Mizanin Melissa Roxburgh Josh Blacker Matthew MacCaull Paul McGillion,William Kaufman,3.6961230000000014
Drama Thriller Mystery,isolation coffin race against time buried alive survival,Buried,Ryan Reynolds Jos\u00e9 Luis Garc\u00eda P\u00e9rez Robert Paterson Stephen Tobolowsky Samantha Mathis,Rodrigo Cort\u00e9s,32.841229
Drama Comedy Romance,beach wales friendship bullying teenage girl,Submarine,Craig Roberts Sally Hawkins Paddy Considine Noah Taylor Gemma Chan,Richard Ayoade,8.518866000000001
Documentary Drama History,woman director,The Square,Khalid Abdalla Dina Abdullah Dina Amer Magdy Ashour Ramy Essam,Jehane Noujaim,4.892203
Drama,france musician investigation sadomasochism independent film,One to Another,Lizzie Brocher\u00e9 Arthur Dupont Guillaume Bach\u00e9 Pierre Perrier Nicolas Nollet,Jean-Marc Barr,4.665026
Drama Music,underdog competition dance musical drama,ABCD (Any Body Can Dance),Prabhu Deva Ganesh Acharya Kay Kay Menon Lauren Gottlieb Salman Yusuff Khan,Remo D'Souza,1.294967
Thriller Documentary Crime History,judge juggler passion reality street artist,Man on Wire,Philippe Petit Jean Fran\u00e7ois Heckel Jean-Louis Blondeau Annie Allix David Forman,James Marsh,14.331992000000001
Drama Thriller,supervivencia,Abandoned,Dominic Purcell Peter Feeney Owen Black Siobhan Marshall Serena Cotton,John Laing,3.068463
Drama,,Brotherly Love,Keke Palmer Cory Hardrict Eric D. Hill Jr. Quincy Brown Nafessa Williams,Jamal Hill,1.367751
Horror Drama Thriller,exorcism fraud evil spirit human sacrifice mockumentary,The Last Exorcism,Ashley Bell Patrick Fabian Iris Bahr Louis Herthum Caleb Landry Jones,Daniel Stamm,14.838985999999998
Drama,musician musical biography teenager dark past,Nowhere Boy,Aaron Taylor-Johnson Anne-Marie Duff Kristin Scott Thomas David Threlfall David Morrissey,Sam Taylor-Johnson,1.950959
Drama,southern usa rape sister sister relationship loss of sense of reality brother-in-law,A Streetcar Named Desire,Vivien Leigh Marlon Brando Kim Hunter Karl Malden Rudy Bond,Elia Kazan,14.884756
Drama Comedy War,usa president general cold war strategic air command nuclear missile,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Peter Sellers George C. Scott Sterling Hayden Keenan Wynn Slim Pickens,Stanley Kubrick,41.996783
Drama Romance,heart attack drug traffic drug crime mexican province celibacy,The Crime of Padre Amaro,Gael Garc\u00eda Bernal Ana Claudia Talanc\u00f3n Sancho Gracia Ang\u00e9lica Arag\u00f3n Ernesto G\u00f3mez Cruz,Carlos Carrera,2.1794279999999997
Drama Fantasy,refugee camp hurricane fantasy flooding global warming,Beasts of the Southern Wild,Quvenzhan\u00e9 Wallis Dwight Henry Levy Easterly Gina Montana Lowell Landes,Benh Zeitlin,12.471239
Action Science Fiction,post-apocalyptic dystopia ape,Battle for the Planet of the Apes,Roddy McDowall Natalie Trundy Austin Stoker Severn Darden Claude Akins,J. Lee Thompson,13.315382999999999
Drama Music,musical independent film woman director,Songcatcher,Janet McTeer Michael Davis Michael Goodwin Gregory Russell Cook Jane Adams,Maggie Greenwald,3.363321
Drama Thriller,baby wife husband relationship christian faith independent film,Higher Ground,Vera Farmiga Donna Murphy Dagmara Domi\u0144czyk John Hawkes Joshua Leonard,Vera Farmiga,1.6991009999999998
Comedy Romance,teenage love,Vaalu,Silambarasan Hansika Motwani Santhanam VTV Ganesh Brahmanandam,Vijay Chandar,0.320387
Comedy Documentary,comedian comedy duringcreditsstinger,The Greatest Movie Ever Sold,Morgan Spurlock Peter Berg Paul Brennan Ralph Nader Brett Ratner,Morgan Spurlock,0.692497
Comedy,chainsaw macabre uncle nephew relationship,Ed and His Dead Mother,Eric Christmas Harper Roisman Steve Buscemi Sam Jenkins Ned Beatty,Jonathan Wacks,0.023436000000000002
Adventure Drama Foreign,illusion independent film bhutan story in story weaver,Travellers and Magicians,Tshewang Dendup Sonam Lhamo Lhakpa Dorji Deki Yangzom Sonam Kinga,Khyentse Norbu,0.749699
Western,prison judge marshal death penalty oklahoma,Hang 'em High,Clint Eastwood Inger Stevens Ed Begley Pat Hingle Ben Johnson,Ted Post,11.756943
Crime Drama,,Deadline - U.S.A.,Humphrey Bogart Ethel Barrymore Kim Hunter Ed Begley Warren Stevens,Richard Brooks,0.225627
Horror Thriller,nurse psychology suspense blood hospital,Sublime,Tom Cavanagh Jeffrey Anderson-Gunter Cas Anvar Paget Brewster Jordi Caballero,Tony Krantz,6.833164
Thriller Comedy Horror,snuff,A Beginner's Guide to Snuff,Joey Kern Luke Edwards Bree Williamson Brad Greenquist Perry Laylon Ojeda,Mitchell Altieri,0.060127
Action Science Fiction,ufo extraterrestrial spaceship alien,Independence Daysaster,Casey Dubois Iain Belcher Andrea Brooks Nicholas Carella Emily Holmes,W.D. Hogan,1.9594049999999998
Comedy Romance,,Dysfunctional Friends,Stacey Dash Reagan Gomez-Preston Wesley Jonathan Persia White Jason Weaver,Corey Grant,0.21544000000000002
Action Drama Thriller,berlin casino nun red hair running,Run Lola Run,Franka Potente Moritz Bleibtreu Herbert Knaup Nina Petri Armin Rohde,Tom Tykwer,27.36562
Drama Horror Thriller Romance,difficult childhood psychoterror murder loneliness artificial,May,Angela Bettis Jeremy Sisto Anna Faris James Duval Nichole Hiltz,Lucky McKee,8.650779
Adventure Family,cave plane wreck salmon bears northern canada,Against the Wild,Natasha Henstridge CJ Adams Erin Pitt Ted Whittall Rainbow Francks,Richard Boddington,2.492747
Drama,independent film woman director,Under the Same Moon,Kate del Castillo Adri\u00e1n Alonso Barona Eugenio Derbez America Ferrera Angelina Pel\u00e1ez,Patricia Riggen,2.7564349999999997
Action Science Fiction,circus pet human being dystopia insurrection,Conquest of the Planet of the Apes,Roddy McDowall Don Murray Ricardo Montalban Hari Rhodes Severn Darden,J. Lee Thompson,18.828682999999998
Drama Thriller,age difference fishing arbitrary law conductor ex husband,In the Bedroom,Tom Wilkinson Sissy Spacek Nick Stahl Marisa Tomei William Mapother,Todd Field,6.9796380000000005
Thriller Crime Horror,rape fondling revenge writer strangulation,I Spit on Your Grave,Sarah Butler Daniel Franzese Chad Lindberg Jeff Branson Rodney Eastman,Steven R. Monroe,26.281839
Comedy Crime,small town texas con man fraud independent film,"Happy, Texas",Steve Zahn William H. Macy Jeremy Northam Ally Walker Ron Perlman,Mark Illsley,2.079125
Drama Thriller Romance,england brother sister relationship becoming an adult northern england female friendship,My Summer of Love,Natalie Press Emily Blunt Paddy Considine Dean Andrews,Pawe\u0142 Pawlikowski,3.939753
Drama Romance,,The Lunchbox,Irrfan Khan Nimrat Kaur Nawazuddin Siddiqui Denzil Smith Bharati Achrekar,Ritesh Batra,14.017809
Drama Romance,woman director,Yes,Joan Allen Simon Abkarian Sam Neill Shirley Henderson Stephanie Leonidas,Sally Potter,3.677831
Comedy Romance,monopoly tycoon house love friends,You Can't Take It With You,Jean Arthur Lionel Barrymore James Stewart Edward Arnold Mischa Auer,Frank Capra,3.426314
War Drama Romance,hawaii harassment pearl harbor bombing military life,From Here to Eternity,Burt Lancaster Montgomery Clift Deborah Kerr Donna Reed Frank Sinatra,Fred Zinnemann,6.915201
Western,captain fort retirement attack cavalry,She Wore a Yellow Ribbon,"John Wayne Joanne Dru John Agar Ben Johnson Harry Carey, Jr.",John Ford,8.535178
Drama Music,christian,Grace Unplugged,AJ Michalka James Denton Kevin Pollak Shawnee Smith Michael Welch,Brad J. Silverman,2.160586
Comedy Drama,independent film sexual humor drug humor,Foolish,Eddie Griffin Master P Amie Petersen Frank Sivero Daphn\u00e9e Duplaix Samuel,Dave Meyers,0.796009
Drama Crime Thriller,,N-Secure,Cordell Moore Essence Atkins Denise Boutte Tempestt Bledsoe Lamman Rucker,David M. Matthews,0.13455999999999999
Drama Comedy Romance,women hairdresser sister sister relationship new love unexpected happiness,Caramel,Nadine Labaki Yasmine Al Massri Joanna Moukarzel Gis\u00e8le Aouad Adel Karam,Nadine Labaki,4.554574
Thriller Horror,,Out of the Dark,Julia Stiles Scott Speedman Stephen Rea Alejandro Furth Pixie Davies,Llu\u00eds Qu\u00edlez,3.215465
Drama Romance,gay,The Bubble,Ohad Knoller Yousef Sweid Daniella Wircer Alon Friedman Zion Baruch,Eytan Fox,1.4943600000000001
Crime Drama Mystery,san francisco paranoia audio tape wiretap shadowing,The Conversation,Gene Hackman John Cazale Frederic Forrest Cindy Williams Harrison Ford,Francis Ford Coppola,20.810292
Romance,,Dil Jo Bhi Kahey...,Amitabh Bachchan Revathi Karan Sharma Annabelle Wallis Malcolm Stoddard,Romesh Sharma,0.122704
Crime Drama Romance,exotic island secret love of one's life plantation marriage,Mississippi Mermaid,Jean-Paul Belmondo Catherine Deneuve Michel Bouquet Nelly Borgeaud Martine Ferri\u00e8re,Fran\u00e7ois Truffaut,3.654018
Drama Mystery,,I Love Your Work,Marisa Coughlan Judy Greer Shalom Harlow Jared Harris Joshua Jackson,Adam Goldberg,3.313339
Horror,vacation remake woods burned alive murder,Cabin Fever,Matthew Daddario Samuel Davis Dustin Ingram Eli Roth Gage Golightly,Travis Zariwny,5.3793190000000015
Comedy,waitress unwillingly pregnant woman director,Waitress,Keri Russell Nathan Fillion Andy Griffith Cheryl Hines Eddie Jemison,Adrienne Shelly,9.672989999999999
Action,martial arts biography sport sensei mixed martial arts,Bloodsport,Jean-Claude Van Damme Bolo Yeung Roy Chiao Philip Chan Yan-Kin Donald Gibb,Newt Arnold,17.49699
Comedy Drama,corruption washington d.c. senate senator governor,Mr. Smith Goes to Washington,James Stewart Jean Arthur Claude Rains Edward Arnold Guy Kibbee,Frank Capra,12.2624
Drama Crime,puberty first time,Kids,Leo Fitzpatrick Rosario Dawson Chlo\u00eb Sevigny Justin Pierce Sajan Bhagat,Larry Clark,13.291991000000001
Comedy Drama,childhood memory uniform independent film private tryst,The Squid and the Whale,Jeff Daniels Laura Linney Jesse Eisenberg Owen Kline William Baldwin,Noah Baumbach,13.788054
Comedy,jew based on play independent film gay relationship lesbian,Kissing Jessica Stein,Jennifer Westfeldt Tovah Feldshuh Esther Wurmfeld Hillel Friedman Jon Hamm,Charles Herman-Wurmfeld,3.990215
Action Drama,martial arts kickboxing martial arts tournament reboot thai boxing,Kickboxer: Vengeance,Alain Moussi Dave Bautista Sara Malakul Lane Jean-Claude Van Damme Darren Shahlavi,John Stockwell,6.526587999999999
Drama Mystery Thriller,amnesia insane asylum suspense,Spellbound,Ingrid Bergman Gregory Peck Michael Chekhov Rhonda Fleming Leo G. Carroll,Alfred Hitchcock,11.145914999999999
Drama Mystery,secret nightclub pet shop independent film unhappiness,Exotica,Bruce Greenwood Mia Kirshner Elias Koteas Don McKellar Sarah Polley,Atom Egoyan,5.446832
Romance Comedy Crime Drama,prison gambling compulsive gambling,Buffalo '66,Vincent Gallo Christina Ricci Ben Gazzara Mickey Rourke Rosanna Arquette,Vincent Gallo,10.009994
Horror Thriller,medium evil spirit house warming aftercreditsstinger,Insidious,Patrick Wilson Rose Byrne Ty Simpkins Barbara Hershey Lin Shaye,James Wan,58.594852
Comedy Crime Science Fiction Thriller,california cocaine future punk theory,Repo Man,Harry Dean Stanton Emilio Estevez Tracey Walter Olivia Barash Sy Richardson,Alex Cox,11.353439999999999
Crime Drama Thriller,hotel con man stamp police partner,Nine Queens,Ricardo Dar\u00edn Gast\u00f3n Pauls Leticia Br\u00e9dice Mar\u00eda Mercedes Villagra Gabriel Correa,Fabi\u00e1n Bielinsky,8.589355
Documentary,israel army intelligence agency shin bet,The Gatekeepers,Ami Ayalon Avraham Shalom Yaakov Peri Carmi Gillon Avi Dichter,Dror Moreh,2.828303
Drama,female nudity runaway commune egg independent film,The Ballad of Jack and Rose,Daniel Day-Lewis Camilla Belle Catherine Keener Ryan McDonald Paul Dano,Rebecca Miller,3.618646
Comedy Romance,sex sexuality irony sarcasm naivety,The To Do List,Aubrey Plaza Johnny Simmons Bill Hader Alia Shawkat Sarah Steele,Maggie Carey,15.017068
Action Crime Drama Thriller,paris prostitute robbery drug abuse aids,Killing Zoe,Eric Stoltz Julie Delpy Jean-Hugues Anglade Tai Thai Bruce Ramsay,Roger Avary,5.817519
Drama,bomb jewry world war ii jewish life jew,The Believer,Ryan Gosling Summer Phoenix Theresa Russell Billy Zane Joshua Harto,Henry Bean,9.856826
Drama Romance,suicide depression small town family relationships young love,Snow Angels,Kate Beckinsale Sam Rockwell Michael Angarano Olivia Thirlby Amy Sedaris,David Gordon Green,4.262373999999999
Thriller Action Horror,,Unsullied,Rusty Joiner Murray Gray James Gaudioso Erin Boyes,Simeon Rice,0.061239999999999996
Horror Mystery,schizophrenia lunatic asylum psychology relation coin,Session 9,Peter Mullan David Caruso Stephen Gevedon Josh Lucas Brendan Sexton III,Brad Anderson,11.064228
Comedy Romance,independent film,I Want Someone to Eat Cheese With,Jeff Garlin Sarah Silverman Bonnie Hunt Elle Fanning Jessy Schram,Jeff Garlin,1.7423830000000002
Drama,independent film,Mooz-lum,Nia Long Danny Glover Evan Ross Summer Bishil,Qasim Basir,0.414754
Comedy Horror,new orleans alligator male friendship ax swampf,Hatchet,Joel David Moore Tamara Feldman Deon Richmond Kane Hodder Mercedes McNab,Adam Green,12.677016
Drama Comedy,factory ambulance invention tramp great depression,Modern Times,Charlie Chaplin Paulette Goddard Henry Bergman Tiny Sandford Chester Conklin,Charlie Chaplin,28.27648
Drama Family Comedy,,Stolen Summer,Aidan Quinn Bonnie Hunt Kevin Pollak Eddie Kaye Thomas Lisa Dodson,Pete Jones,0.87066
Comedy Horror,parody parallel world,My Name Is Bruce,Bruce Campbell Grace Thorsen Ted Raimi Adam Boyd Mike Estes,Bruce Campbell,7.5591
Comedy,independent film,The Salon,Dondre Whitfield Kym Whitley Monica Calhoun Terrence Howard Darrin Henson,Mark Brown,2.0281700000000003
Comedy,road trip stand-up comedy romantic comedy travel,Road Hard,Adam Carolla Diane Farr Larry Miller Mindy Robinson David Koechner,Adam Carolla,0.8590139999999999
Drama Romance,independent film,Forty Shades of Blue,Dina Korzun Rip Torn Darren E. Burrows Andrew Henderson Elizabeth Morton,Ira Sachs,0.071377
Drama History War,ambush rebel rain village arrest,Amigo,Chris Cooper DJ Qualls Garret Dillahunt Yul Vazquez Lucas Neff,John Sayles,0.193172
Horror Mystery Science Fiction,disc jockey radio station winter survival zombie,Pontypool,Stephen McHattie Lisa Houle Georgina Reilly Hrant Alianak Rick Roberts,Bruce McDonald,4.680206
Drama,california sex bar motel highway,Trucker,Michelle Monaghan Nathan Fillion Joey Lauren Adams Jimmy Bennett Mika Boorem,James Mottern,1.20173
Romance Comedy Drama,,Me You and Five Bucks,,,0.094105
Horror Thriller,witch coven salem massachusetts satanic,The Lords of Salem,Sheri Moon Zombie Bruce Davison Jeff Daniel Phillips Judy Geeson Meg Foster,Rob Zombie,14.504326
Horror Comedy Thriller,haunted house father-in-law superstition house arrest basement,Housebound,Morgana O'Reilly Rima Te Wiata Glen-Paul Waru Cameron Rhodes Millen Baird,Gerard Johnstone,10.322858
Documentary,usa capitalism department store protest community,Wal-Mart: The High Cost of Low Price,Lee Scott Don Hunter Jon Hunter Jeremy Hunter Matt Hunter,Robert Greenwald,1.404175
Comedy Drama Fantasy Romance Science Fiction,independent film,Fetching Cody,Jay Baruchel Sarah Lind Jim Byrnes Neil Denis Chilton Crane,David Ray,0.077876
Drama Comedy,,Last I Heard,Paul Sorvino Chazz Palminteri Michael Rapaport Renee Props,David Rodriguez,0.35819
Comedy Drama,bank robbery,Closer to the Moon,Vera Farmiga Mark Strong Harry Lloyd Anton Lesser Joe Armstrong,Nae Caranfil,9.159265
Science Fiction,winter mutant post-apocalyptic dystopia meteor,Mutant World,Kim Coates Holly Deveaux Ashanti Amber Marshall Jason Cermak,David Winning,1.8936970000000002
Comedy Family Drama,,Growing Up Smith,Roni Akurati Brighton Sharbino Jason Lee Anjul Nigam Hilarie Burton,Frank Lotito,0.71087
Thriller Action Crime,,Checkmate,Danny Glover Sean Astin Vinnie Jones Mischa Barton Michael Par\u00e9,Timothy Woodward Jr.,1.105357
Drama Mystery Horror Thriller,,#Horror,Taryn Manning Natasha Lyonne Chlo\u00eb Sevigny Balthazar Getty Timothy Hutton,Tara Subkoff,2.815228
Action Horror Thriller,,Wind Walkers,Zane Holtz Glen Powell Kiowa Gordon Castille Landon Johnny Sequoyah,Russell Friedenberg,0.446858
Fantasy Animation Family,poison witch becoming an adult sadness queen,Snow White and the Seven Dwarfs,Adriana Caselotti Lucille La Verne Harry Stockwell Roy Atwell Pinto Colvig,David Hand,80.171283
Drama Foreign,hotel teenage girl doctor woman director spanish movie,The Holy Girl,Mar\u00eda Alch\u00e9 Mercedes Mor\u00e1n Carlos Belloso Alejandro Urdapilleta M\u00eda Maestro,Lucrecia Martel,0.6848810000000001
Western,native american gunfighter hunting party,Shalako,Sean Connery Brigitte Bardot Jack Hawkins Stephen Boyd Peter van Eyck,Edward Dmytryk,3.598457
Adventure Comedy Horror,,Incident at Loch Ness,Werner Herzog Kitana Baker Gabriel Beistain Russell Williams II David A. Davidson,Zak Penn,1.452152
Drama,undercover dog animal welfare animal rights organization puppy mill,The Dog Lover,Allison Paige James Remar Lea Thompson Jayson Blair Sherry Stringfield,Alex Ranarivelo,1.193219
Horror Thriller,female nudity sex shower sauna nudity,GirlHouse,Ali Cobrin Erin Agostino James Thomas Alice Hunter Alyson Bath,Jon Knautz,8.039223
Drama Crime Thriller,murder suspense love affair police interrogation murder trial,The Blue Room,Mathieu Amalric L\u00e9a Drucker St\u00e9phanie Cl\u00e9au Laurent Poitrenaux,Mathieu Amalric,2.486992
Thriller Horror,ghost story,House at the End of the Drive,James Oliver Jonathan Mangum Alison Raimondi Angela Jones Lance Henriksen,David Worth,0.43049
Family Adventure Comedy Science Fiction Crime,submarine dc comics missile shark attack rescue,Batman,Adam West Burt Ward Lee Meriwether Cesar Romero Burgess Meredith,Leslie H. Martinson,9.815394
Comedy Crime,ambush alcohol shotgun tea joint,"Lock, Stock and Two Smoking Barrels",Jason Flemyng Dexter Fletcher Nick Moran Jason Statham Vinnie Jones,Guy Ritchie,16.032594
Western,,The Ballad of Gregorio Cortez,Edward James Olmos James Gammon Tom Bower,Robert M. Young,0.592821
Drama,suicide father son relationship child abuse sexual abuse depression,The Celebration,Ulrich Thomsen Henning Moritzen Thomas Bo Larsen Paprika Steen Birthe Neumann,Thomas Vinterberg,10.240917
Comedy Drama,bar alcoholism independent film drinking,Trees Lounge,Steve Buscemi Chlo\u00eb Sevigny Carol Kane Mark Boone Junior Bronson Dudley,Steve Buscemi,3.443916
Drama,vietnam independent film,Journey from the Fall,Ki\u1ec1u Chinh Long Nguyen Diem Lien Jayvee Mai The Hiep Khanh Doan,Ham Tran,0.07206599999999999
Drama,,The Basket,Peter Coyote Karen Allen Robert Burke Amber Willenborg Jack MacDonald,Rich Cowan,0.430758
Horror Comedy,cannibal sleepwalking art teacher,Eddie: The Sleepwalking Cannibal,Thure Lindhardt Dylan Smith Georgina Reilly Alain Goulem Stephen McHattie,Boris Rodriguez,0.143784
Drama Action,biography,Queen of the Mountains,Elina Abai Kyzy Aziz Muradillayev Nasira Mambetov Adilet Usubaliyev Mirlan Abdulayev,Sadyk Sher-Niyaz,0.077873
Science Fiction,post-apocalyptic dystopia canuxploitation,Def-Con 4,Lenore Zann Maury Chaykin Kate Lynch Kevin King John Walsch,Paul Donovan,0.319792
Action Comedy,independent film,The Hebrew Hammer,Adam Goldberg Judy Greer Andy Dick Mario Van Peebles,Jonathan Kesselman,1.600797
Comedy Romance,musical,Neal 'n' Nikki,Uday Chopra Tanisha Mukherjee Abhishek Bachchan Richa Pallod Gaurav Gera,Arjun Sablok,0.28513099999999997
Comedy,duringcreditsstinger,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,Bryan Callen Noureen DeWulf Mircea Monroe Stephen Kramer Glickman Austin Michael Scott,Craig Moss,5.628399
Drama Horror Romance,independent film,Forget Me Not,Carly Schroeder Cody Linley Brie Gabrielle Chloe Bridges Micah Alberti,Tyler Oliver,5.065752
Drama Mystery,monte carlo based on novel age difference secret obsession,Rebecca,Laurence Olivier Joan Fontaine George Sanders Judith Anderson Nigel Bruce,Alfred Hitchcock,18.426825
Horror Thriller,camping summer camp gore slasher b horror,Friday the 13th Part 2,Amy Steel John Furey Adrienne King Kirsten Baker Betsy Palmer,Steve Miner,16.517777
Drama,desperation weekend delirium addiction alcoholism,The Lost Weekend,Ray Milland Jane Wyman Phillip Terry Howard Da Silva Doris Dowling,Billy Wilder,6.903314
Horror Science Fiction,monster mutant shower police blood splatter,C.H.U.D.,John Heard Daniel Stern Christopher Curry Kim Greist Laure Mattos,Douglas Cheek,4.45544
Drama,,Filly Brown,Resmine Atis Baby Bash David Bianchi Jorge Diaz Chingo Bling,Michael D. Olmos,0.106949
Adventure Animation Comedy Family,palm sunday jerusalem judah bethlehem judah,The Lion of Judah,Georgina Cordova Ernest Borgnine Michael Madsen Scott Eastwood,Deryck Broom,0.165909
Crime Drama Thriller,clock tower infidelity self-defense waterfall delirium,Niagara,Marilyn Monroe Joseph Cotten Jean Peters Max Showalter Denis O'Dea,Henry Hathaway,9.903992
Drama,wales rural setting coal mining,How Green Was My Valley,Walter Pidgeon Maureen O'Hara Roddy McDowall Donald Crisp Anna Lee,John Ford,7.700189999999999
Thriller Comedy Romance,,Da Sweet Blood of Jesus,Felicia Pearson Zaraah Abrahams Elvis Nolasco Steven Hauck Stephen Tyrone Williams,Spike Lee,4.480579
Drama,sexual obsession sex sexuality camcorder spanner,"Sex, Lies, and Videotape",Andie MacDowell Peter Gallagher James Spader Laura San Giacomo Ron Vawter,Steven Soderbergh,10.869492
Horror Mystery Crime,shotgun based on short film sadist pistol chained,Saw,Cary Elwes Danny Glover Monica Potter Michael Emerson Ken Leung,James Wan,63.655972999999996
Comedy Crime Mystery,alcohol radio police chief highway cops,Super Troopers,Jay Chandrasekhar Steve Lemme Kevin Heffernan Paul Soter Geoffrey Arend,Jay Chandrasekhar,16.312803
,,The Algerian,Ben Youcef Candice Coke Harry Lennix Tara Holt Josh Pence,Giovanni Zelko,0.025363999999999998
Comedy Drama,woman director,The Amazing Catfish,Lisa Owen Ximena Ayala Sonia Franco Wendy Guill\u00e9n Andrea Baeza,Claudia Sainte-Luce,1.4734049999999999
Comedy Drama Romance,child abuse adultery arranged marriage bollywood wedding,Monsoon Wedding,Naseeruddin Shah Lillete Dubey Vijay Raaz Tillotama Shome Vasundhara Das,Mira Nair,8.109958
Drama Romance,independent film,You Can Count on Me,Laura Linney Mark Ruffalo Matthew Broderick Jon Tenney Rory Culkin,Kenneth Lonergan,7.142448
Comedy Mystery Thriller,small town chase wife leave murder,The Trouble with Harry,Edmund Gwenn John Forsythe Shirley MacLaine Mildred Natwick Mildred Dunnock,Alfred Hitchcock,6.920872999999999
Comedy,coming out cheerleader homosexuality independent film lesbian,But I'm a Cheerleader,Natasha Lyonne Brandt Wille Bud Cort Michelle Williams RuPaul,Jamie Babbit,4.826908
Drama,baseball,Home Run,Scott Elrod Dorian Brown Charles Henry Wyson James Devoti Nicole Leigh,David Boyd,3.085411
Crime Thriller,traitor jewelry psychopath thief heist,Reservoir Dogs,Harvey Keitel Tim Roth Michael Madsen Chris Penn Steve Buscemi,Quentin Tarantino,66.925866
Drama Family Fantasy,bird,The Blue Bird,Shirley Temple Spring Byington Nigel Bruce Gale Sondergaard Eddie Collins,Walter Lang,1.280733
Western,bounty hunter refugee gold anti hero gallows,"The Good, the Bad and the Ugly",Eli Wallach Clint Eastwood Lee Van Cleef Aldo Giuffr\u00e8 Luigi Pistilli,Sergio Leone,88.377076
Drama,brazilian brazil pool mother daughter relationship architecture,The Second Mother,Regina Cas\u00e9 Michel Joelsas Camila M\u00e1rdila Karine Teles Louren\u00e7o Mutarelli,Anna Muylaert,9.683622
Drama Comedy,book store,Blue Like Jazz,Marshall Allman Claire Holt Tania Raymonde Justin Welborn Eric Lange,Steve Taylor,1.6116
Comedy Music,,Down & Out With The Dolls,,,0.002386
Documentary,marketing breast cancer corporatism woman director,"Pink Ribbons, Inc.",Samantha King Barbara Brenner Barbara Ehrenreich Nancy Brinker Susan Love,L\u00e9a Pool,0.097913
Comedy,,Certifiably Jonathan,Jonathan Winters Robin Williams Sarah Silverman Patricia Arquette,James David Pasternak,0.047781
Drama Romance,france female nudity sex sexuality love,Desire,D\u00e9borah R\u00e9vy H\u00e9l\u00e8ne Zimmer Gowan Didi Johnny Amaro Johan Lib\u00e9reau,Laurent Bouhnik,20.422245999999998
Drama Comedy,peru,The Blade of Don Juan,Juan Carlos Montoya Rodrigo Viaggio Irma Maury Antonio Arru\u00e9 Viviana Andrade,Tom Sanchez,0.021678
Crime Comedy Drama Adventure,1970s rock star chase musician independent film,Grand Theft Parsons,Johnny Knoxville Christina Applegate Gabriel Macht Marley Shelton Robert Forster,David Caffrey,1.998557
Comedy,,Extreme Movie,Patrick J. Adams Ryan Pinkston Denise Boutte Michael Cera Frankie Muniz,Adam Jay Epstein,8.148187
Action Adventure Drama War,ambush british army fort invasion attack,The Charge of the Light Brigade,Errol Flynn Olivia de Havilland Patric Knowles Henry Stephenson Nigel Bruce,Michael Curtiz,2.968235
Thriller Horror,screenwriter,Below Zero,Edward Furlong Michael Berryman Kristin Booth Michael Eisner Dee Hanna,Justin Thomas Ostensen,1.36514
,,Crowsnest,,,0.057564
Action Adventure Comedy,sport rollerblade,Airborne,Shane McDermott Seth Green Brittney Powell Chris Conrad Edie McClurg,Rob Bowman,8.001156
Action Adventure,blaxploitation,Cotton Comes to Harlem,Godfrey Cambridge Raymond St. Jacques Calvin Lockhart Judy Pace Redd Foxx,Ossie Davis,1.079125
Horror,,The Wicked Within,Sienna Guillory Gianni Capaldi Enzo Cilenti Michele Hicks Sonja Kinski,Jay Alaimo,1.906151
Horror,,Bleeding Hearts,Robert Loggia Charles Durning Tony Todd Dustin Diamond Wilson Jermaine Heredia,Dylan Bank,0.100533
Comedy,decision waiter hostess trainee gross out,Waiting...,Ryan Reynolds Anna Faris Justin Long David Koechner Luis Guzm\u00e1n,Rob McKittrick,10.230583
